Network Type,Network ID,st,rb,rp,tb,tp,op
MOBILE,unknown,3876,14,3806,16,"0
"
MOBILE,unknown,8611,21,8721,22,"0
"
MOBILE,unknown,7370049,5886,141484,1565,"0
"
MOBILE,unknown,5709,9,1363,10,"0
"
MOBILE,unknown,12097995,9700,196519,1968,"0
"
MOBILE,unknown,4117,16,4061,15,"0
"
MOBILE,unknown,14972,34,13926,38,"0
"
MOBILE,unknown,236715,252,37535,265,"0
"
MOBILE,unknown,11801937,9682,358060,3330,"0
"
MOBILE,unknown,64693,122,27357,139,"0
"
MOBILE,unknown,64885,123,26233,140,"0
"
MOBILE,unknown,14223,26,5962,31,"0
"
MOBILE,unknown,31113,55,12663,58,"0
"
MOBILE,unknown,261278,443,107876,445,"0
"
MOBILE,unknown,134126,268,61217,241,"0
"
MOBILE,unknown,24754,35,9257,36,"0
"
MOBILE,unknown,25618,42,9001,50,"0
"
MOBILE,unknown,22531,55,15601,59,"0
"
MOBILE,unknown,167185,200,34410,213,"0
"
MOBILE,unknown,12214,21,3494,25,"0
"
MOBILE,unknown,46396,86,16947,100,"0
"
MOBILE,unknown,81209,134,33527,141,"0
"
MOBILE,unknown,3071,7,2018,7,"0
"
MOBILE,unknown,8783,32,11259,35,"0
"
MOBILE,unknown,212,4,5478,14,"0
"
MOBILE,unknown,36243,101,29736,117,"0
"
MOBILE,unknown,29252,41,10005,43,"0
"
MOBILE,unknown,10120243,8012,110241,1291,"0
"
MOBILE,unknown,48189,79,17906,90,"0
"
MOBILE,unknown,7327566,5923,168058,1386,"0
"
MOBILE,unknown,131936,289,68267,300,"0
"
MOBILE,unknown,416696,551,97180,494,"0
"
MOBILE,unknown,160541,294,78486,306,"0
"
MOBILE,unknown,32411,50,11452,52,"0
"
MOBILE,unknown,53586,118,27269,128,"0
"
MOBILE,unknown,81106,173,71420,199,"0
"
MOBILE,unknown,18597677,15875,560964,4530,"0
"
MOBILE,unknown,19898,90,39603,141,"0
"
MOBILE,unknown,780,13,26152,63,"0
"
MOBILE,unknown,35003,64,14897,72,"0
"
MOBILE,unknown,5706,9,1363,10,"0
"
MOBILE,unknown,255708,555,205997,678,"0
"
MOBILE,unknown,63536,122,28122,135,"0
"
MOBILE,unknown,5729,87,82425,205,"0
"
MOBILE,unknown,51924,174,132569,360,"0
"
MOBILE,unknown,35089,84,29207,89,"0
"
MOBILE,unknown,64401,133,30884,140,"0
"
MOBILE,unknown,57239,107,25310,111,"0
"
MOBILE,unknown,267027,446,136077,412,"0
"
MOBILE,unknown,49693,101,19908,112,"0
"
MOBILE,unknown,130894,237,55383,238,"0
"
MOBILE,unknown,167675,300,86188,305,"0
"
MOBILE,unknown,2204,12,3163,14,"0
"
MOBILE,unknown,2323,9,2988,10,"0
"
MOBILE,unknown,14869,26,7320,30,"0
"
MOBILE,unknown,19815,35,6681,39,"0
"
MOBILE,unknown,3124,10,2998,9,"0
"
MOBILE,unknown,86399,174,44771,198,"0
"
MOBILE,unknown,8089,12,1811,14,"0
"
MOBILE,unknown,1446880,1459,155410,741,"0
"
MOBILE,unknown,12681,48,15062,49,"0
"
MOBILE,unknown,127238,185,33309,169,"0
"
MOBILE,unknown,17138,48,9308,45,"0
"
MOBILE,unknown,8795,18,4196,21,"0
"
MOBILE,unknown,49049,101,22416,112,"0
"
MOBILE,unknown,42684,84,17732,92,"0
"
MOBILE,unknown,79768,150,52349,214,"0
"
MOBILE,unknown,9065,36,10207,46,"0
"
MOBILE,unknown,35850,77,17533,81,"0
"
MOBILE,unknown,145993,287,67275,325,"0
"
MOBILE,unknown,145107,316,91605,337,"0
"
MOBILE,unknown,0,0,156,3,"0
"
MOBILE,unknown,233314,402,80810,422,"0
"
MOBILE,unknown,248,5,320,5,"0
"
MOBILE,unknown,27882,46,11441,52,"0
"
MOBILE,unknown,1767533,1502,165742,1021,"0
"
MOBILE,unknown,15383,18,1511,14,"0
"
MOBILE,unknown,11785,19,3084,22,"0
"
MOBILE,unknown,21884,44,8182,50,"0
"
MOBILE,unknown,33862,48,10100,51,"0
"
MOBILE,unknown,599616,740,85652,534,"0
"
MOBILE,unknown,339598,364,57592,334,"0
"
MOBILE,unknown,5707,9,1363,10,"0
"
MOBILE,unknown,5705,9,1363,10,"0
"
MOBILE,unknown,528,10,5172,19,"0
"
MOBILE,unknown,189204,295,74877,289,"0
"
MOBILE,unknown,6081,10,1721,12,"0
"
MOBILE,unknown,5705,9,1363,10,"0
"
MOBILE,unknown,9861,21,2868,27,"0
"
MOBILE,unknown,49740,89,23656,103,"0
"
MOBILE,unknown,6133,11,1825,14,"0
"
MOBILE,unknown,34266,68,17017,77,"0
"
MOBILE,unknown,6081,10,1721,12,"0
"
MOBILE,unknown,29738,53,9190,62,"0
"
MOBILE,unknown,44165,72,15305,73,"0
"
MOBILE,unknown,12542,20,3876,23,"0
"
MOBILE,unknown,224307,222,37839,254,"0
"
MOBILE,unknown,374,1,358,2,"0
"
MOBILE,unknown,13976,26,4755,28,"0
"
MOBILE,unknown,12161,20,3442,24,"0
"
MOBILE,unknown,418845,472,73290,451,"0
"
MOBILE,unknown,6199,12,2454,16,"0
"
MOBILE,unknown,43860,83,20056,90,"0
"
MOBILE,unknown,23261,54,17345,53,"0
"
MOBILE,unknown,12079,21,3717,24,"0
"
MOBILE,unknown,11764,21,2954,24,"0
"
MOBILE,unknown,6446,20,7941,33,"0
"
MOBILE,unknown,114013879,90615,2013039,28852,"0
"
MOBILE,unknown,60903735,48000,1014044,15299,"0
"
MOBILE,unknown,125228541,99021,1312894,17589,"0
"
MOBILE,unknown,110388,199,43501,217,"0
"
MOBILE,unknown,44154,98,17504,116,"0
"
MOBILE,unknown,20217,37,6976,43,"0
"
MOBILE,unknown,13324,50,12619,63,"0
"
MOBILE,unknown,21381,45,7739,51,"0
"
MOBILE,unknown,3888836,3116,67225,764,"0
"
MOBILE,unknown,33593,69,16722,82,"0
"
MOBILE,unknown,38770,87,18379,109,"0
"
MOBILE,unknown,20440,43,7117,51,"0
"
MOBILE,unknown,99303940,78620,1189960,15297,"0
"
MOBILE,unknown,41,0,81,1,"0
"
MOBILE,unknown,11465,23,4606,25,"0
"
MOBILE,unknown,634,6,1026,13,"0
"
MOBILE,unknown,133948,239,43230,240,"0
"
MOBILE,unknown,192959,311,100500,401,"0
"
MOBILE,unknown,11090,30,12447,44,"0
"
MOBILE,unknown,7193,14,5617,22,"0
"
MOBILE,unknown,24213,58,10646,65,"0
"
MOBILE,unknown,17965,36,7087,43,"0
"
MOBILE,unknown,408572,467,107451,452,"0
"
MOBILE,unknown,1329,3,318,3,"0
"
MOBILE,unknown,189690,307,111425,432,"0
"
MOBILE,unknown,92860,201,42396,220,"0
"
MOBILE,unknown,29397,47,10822,55,"0
"
MOBILE,unknown,6172,12,2029,17,"0
"
MOBILE,unknown,114707,246,52669,276,"0
"
MOBILE,unknown,17237,56,17024,53,"0
"
MOBILE,unknown,103334,191,54308,211,"0
"
MOBILE,unknown,41015,69,15123,76,"0
"
MOBILE,unknown,7602111,6264,170363,1661,"0
"
MOBILE,unknown,6639,14,2203,16,"0
"
MOBILE,unknown,37168,77,16116,88,"0
"
MOBILE,unknown,85746,134,28928,145,"0
"
MOBILE,unknown,50343,107,24481,117,"0
"
MOBILE,unknown,5940,10,1427,11,"0
"
MOBILE,unknown,8041325,6412,114660,1248,"0
"
MOBILE,unknown,21155,41,7875,45,"0
"
MOBILE,unknown,12390,21,3506,25,"0
"
MOBILE,unknown,18413,33,5948,41,"0
"
MOBILE,unknown,14688,29,5159,32,"0
"
MOBILE,unknown,192096,370,82589,389,"0
"
MOBILE,unknown,94480,150,34458,163,"0
"
MOBILE,unknown,193416,355,81420,412,"0
"
MOBILE,unknown,140844,232,58250,253,"0
"
MOBILE,unknown,45938,80,20408,88,"0
"
MOBILE,unknown,3386,11,3014,9,"0
"
MOBILE,unknown,50904,79,18983,85,"0
"
MOBILE,unknown,50207,93,33616,116,"0
"
MOBILE,unknown,2626,51,69517,177,"0
"
MOBILE,unknown,364,7,10734,27,"0
"
MOBILE,unknown,296,6,2700,12,"0
"
MOBILE,unknown,4904,7,1410,7,"0
"
MOBILE,unknown,77788,126,27434,140,"0
"
MOBILE,unknown,5008,6,889,7,"0
"
MOBILE,unknown,28866,58,12389,62,"0
"
MOBILE,unknown,5591,18,6624,17,"0
"
MOBILE,unknown,50893,124,30729,128,"0
"
MOBILE,unknown,1689,10,2244,11,"0
"
MOBILE,unknown,51207,106,24305,116,"0
"
MOBILE,unknown,57708,129,22809,144,"0
"
MOBILE,unknown,95329,180,33996,196,"0
"
MOBILE,unknown,28729,58,11234,56,"0
"
MOBILE,unknown,39106,60,10452,59,"0
"
MOBILE,unknown,61473,114,29556,132,"0
"
MOBILE,unknown,5388,17,8907,33,"0
"
MOBILE,unknown,11842,21,4718,23,"0
"
MOBILE,unknown,64187,105,32970,99,"0
"
MOBILE,unknown,40815,87,15904,99,"0
"
MOBILE,unknown,6084,11,1837,14,"0
"
MOBILE,unknown,49117,94,14210,91,"0
"
MOBILE,unknown,43190,85,15781,102,"0
"
MOBILE,unknown,24960,41,8526,45,"0
"
MOBILE,unknown,30292626,24270,556408,6930,"0
"
MOBILE,unknown,49146,92,19342,106,"0
"
MOBILE,unknown,23755,34,7936,36,"0
"
MOBILE,unknown,16678,41,11262,45,"0
"
MOBILE,unknown,105659,236,178633,447,"0
"
MOBILE,unknown,8173,17,3999,19,"0
"
MOBILE,unknown,6231,21,6142,31,"0
"
MOBILE,unknown,17963,34,5885,44,"0
"
MOBILE,unknown,133596,264,56212,306,"0
"
MOBILE,unknown,6294,21,9193,35,"0
"
MOBILE,unknown,42389,96,22454,103,"0
"
MOBILE,unknown,66367,118,24703,133,"0
"
MOBILE,unknown,31765,55,11580,66,"0
"
MOBILE,unknown,6756,13,2394,16,"0
"
MOBILE,unknown,12577,21,3723,26,"0
"
MOBILE,unknown,5901,11,1773,13,"0
"
MOBILE,unknown,43011,58,13123,63,"0
"
MOBILE,unknown,2162,2,698,3,"0
"
MOBILE,unknown,37031,92,23171,92,"0
"
MOBILE,unknown,8192,19,4001,23,"0
"
MOBILE,unknown,7604,13,4811,16,"0
"
MOBILE,unknown,6718576,5330,100388,1147,"0
"
MOBILE,unknown,8363,18,4104,19,"0
"
MOBILE,unknown,52969,179,67177,249,"0
"
MOBILE,unknown,73902,217,75165,231,"0
"
MOBILE,unknown,83999,161,36537,170,"0
"
MOBILE,unknown,8370,19,3868,21,"0
"
MOBILE,unknown,6080,11,1785,13,"0
"
MOBILE,unknown,249563,257,37031,272,"0
"
MOBILE,unknown,5848,10,1721,12,"0
"
MOBILE,unknown,11632,22,4002,25,"0
"
MOBILE,unknown,280,1,197,2,"0
"
MOBILE,unknown,37233,78,13966,81,"0
"
MOBILE,unknown,7604,13,4811,16,"0
"
MOBILE,unknown,6799,12,2700,14,"0
"
MOBILE,unknown,14010,33,5888,39,"0
"
MOBILE,unknown,6889,14,3073,16,"0
"
MOBILE,unknown,1248,24,23826,64,"0
"
MOBILE,unknown,144,3,284,5,"0
"
MOBILE,unknown,12832,13,0,0,"0
"
MOBILE,unknown,6950,12,2216,14,"0
"
MOBILE,unknown,7221,70,18564,72,"0
"
MOBILE,unknown,52,1,156,3,"0
"
MOBILE,unknown,24774,70,21781,82,"0
"
MOBILE,unknown,6872,13,2892,15,"0
"
MOBILE,unknown,6220,19,5523,19,"0
"
MOBILE,unknown,11116,22,6308,24,"0
"
MOBILE,unknown,28009,73,32864,88,"0
"
MOBILE,unknown,3249,13,3872,13,"0
"
MOBILE,unknown,10731,29,14272,31,"0
"
MOBILE,unknown,21636,60,27321,72,"0
"
MOBILE,unknown,5445,13,5047,16,"0
"
MOBILE,unknown,680,14,1332,21,"0
"
MOBILE,unknown,30456,128,59786,144,"0
"
MOBILE,unknown,60,1,681,3,"0
"
MOBILE,unknown,33499,66,38501,85,"0
"
MOBILE,unknown,6959,13,3095,14,"0
"
MOBILE,unknown,8485,34,11367,34,"0
"
MOBILE,unknown,15514,30,7922,32,"0
"
MOBILE,unknown,27263,85,33745,83,"0
"
MOBILE,unknown,1191,9,2972,11,"0
"
MOBILE,unknown,1115,8,2478,10,"0
"
MOBILE,unknown,1133,8,2553,11,"0
"
MOBILE,unknown,92,2,179,3,"0
"
MOBILE,unknown,144,3,295,5,"0
"
MOBILE,unknown,1069,7,2403,9,"0
"
MOBILE,unknown,196,4,232,4,"0
"
MOBILE,unknown,1115,8,2478,10,"0
"
MOBILE,unknown,1139,8,2426,9,"0
"
MOBILE,unknown,1175,9,2530,11,"0
"
MOBILE,unknown,1716,9,2886,10,"0
"
MOBILE,unknown,1139,8,2426,9,"0
"
MOBILE,unknown,1487,14,2866,17,"0
"
MOBILE,unknown,1160,9,2530,11,"0
"
MOBILE,unknown,7,0,12,0,"0
"
MOBILE,unknown,662,8,596,11,"0
"
MOBILE,unknown,1109,8,2478,10,"0
"
MOBILE,unknown,6463,12,2086,12,"0
"
MOBILE,unknown,6464,12,2052,12,"0
"
MOBILE,unknown,1017,6,2299,7,"0
"
MOBILE,unknown,1185,9,3024,12,"0
"
MOBILE,unknown,1069,7,2770,8,"0
"
MOBILE,unknown,1373,10,2808,15,"0
"
MOBILE,unknown,1954,10,3048,11,"0
"
MOBILE,unknown,1133,8,2501,10,"0
"
MOBILE,unknown,1109,8,2478,10,"0
"
MOBILE,unknown,1373,10,2965,12,"0
"
MOBILE,unknown,24906,46,10559,50,"0
"
MOBILE,unknown,6463,12,2052,12,"0
"
MOBILE,unknown,6492,13,2220,15,"0
"
MOBILE,unknown,9628,47,10991,105,"0
"
MOBILE,unknown,17859,245,69352,345,"0
"
MOBILE,unknown,1350,51,13095,54,"0
"
MOBILE,unknown,410644,932,204711,960,"0
"
MOBILE,unknown,2085475,4646,1122269,5089,"0
"
MOBILE,unknown,513390,1267,328916,1457,"0
"
MOBILE,unknown,9509,30,8242,32,"0
"
MOBILE,unknown,55145,118,22110,134,"9
"
MOBILE,unknown,13470,29,8025,31,"0
"
MOBILE,unknown,1263,10,3178,11,"0
"
MOBILE,unknown,27678,57,12332,58,"0
"
MOBILE,unknown,7385,18,2993,22,"0
"
MOBILE,unknown,10342,22,4574,30,"0
"
MOBILE,unknown,11001,33,6186,34,"0
"
MOBILE,unknown,8074,26,3036,22,"0
"
MOBILE,unknown,2742,20,12858,34,"0
"
MOBILE,unknown,1311,11,3238,12,"0
"
MOBILE,unknown,15634,34,6250,37,"0
"
MOBILE,unknown,7216,18,2926,21,"0
"
MOBILE,unknown,3933,17,4208,19,"0
"
MOBILE,unknown,4435,18,5720,21,"0
"
MOBILE,unknown,11443,23,5830,25,"0
"
MOBILE,unknown,11208,29,14527,36,"0
"
MOBILE,unknown,57295,125,24693,128,"9
"
MOBILE,unknown,7256,17,2348,16,"0
"
MOBILE,unknown,40370,115,22301,128,"9
"
MOBILE,unknown,7038,17,2613,15,"0
"
MOBILE,unknown,6867,18,2822,19,"0
"
MOBILE,unknown,0,0,240,4,"0
"
MOBILE,unknown,56636,133,30942,148,"21
"
MOBILE,unknown,10654,23,6326,25,"0
"
MOBILE,unknown,11167,35,6803,35,"0
"
MOBILE,unknown,8616,27,2669,16,"0
"
MOBILE,unknown,1193,9,2545,11,"0
"
MOBILE,unknown,9864,27,16129,29,"0
"
MOBILE,unknown,8609,17,3554,19,"0
"
MOBILE,unknown,52924,125,22755,123,"9
"
MOBILE,unknown,5822,19,6045,18,"0
"
MOBILE,unknown,8489,16,3514,18,"0
"
MOBILE,unknown,64507,160,38565,176,"9
"
MOBILE,unknown,5154,8,1057,9,"0
"
MOBILE,unknown,8050,25,2565,14,"0
"
MOBILE,unknown,14475,38,5714,40,"0
"
MOBILE,unknown,10755,23,5816,25,"0
"
MOBILE,unknown,6076,19,6062,20,"0
"
MOBILE,unknown,86,1,169,2,"0
"
MOBILE,unknown,12489,42,6088,32,"0
"
MOBILE,unknown,80061,180,41612,195,"9
"
MOBILE,unknown,56459,128,28715,128,"14
"
MOBILE,unknown,309,1,524,1,"0
"
MOBILE,unknown,8358,14,3307,15,"0
"
MOBILE,unknown,34722,75,15564,84,"9
"
MOBILE,unknown,25862,58,10954,61,"3
"
MOBILE,unknown,31799,60,11397,62,"4
"
MOBILE,unknown,46011,118,27000,134,"14
"
MOBILE,unknown,1129,8,3112,10,"0
"
MOBILE,unknown,15535,36,6547,41,"0
"
MOBILE,unknown,9395,19,4175,21,"0
"
MOBILE,unknown,96497,223,50394,238,"9
"
MOBILE,unknown,11211,35,6238,35,"0
"
MOBILE,unknown,7192,19,3447,21,"0
"
MOBILE,unknown,8335,26,2616,15,"0
"
MOBILE,unknown,8366,26,2565,14,"0
"
MOBILE,unknown,8545,17,3542,19,"0
"
MOBILE,unknown,0,0,52,1,"0
"
MOBILE,unknown,1075,7,2395,9,"0
"
MOBILE,unknown,8452,16,3491,18,"0
"
MOBILE,unknown,52529,109,19248,122,"9
"
MOBILE,unknown,1247,10,3211,11,"0
"
MOBILE,unknown,36690,95,20936,110,"4
"
MOBILE,unknown,53741,130,21236,150,"8
"
MOBILE,unknown,111542,207,39421,228,"13
"
MOBILE,unknown,3804,12,3409,15,"0
"
MOBILE,unknown,1023,6,2291,7,"0
"
MOBILE,unknown,7169,21,3299,27,"0
"
MOBILE,unknown,8399,26,2825,19,"0
"
MOBILE,unknown,25518,53,11475,61,"13
"
MOBILE,unknown,19327,45,9581,51,"0
"
MOBILE,unknown,9363,18,3866,17,"0
"
MOBILE,unknown,7195,20,2936,22,"0
"
MOBILE,unknown,5157,8,3302,14,"0
"
MOBILE,unknown,7025,19,2848,20,"0
"
MOBILE,unknown,6967,18,2728,18,"0
"
MOBILE,unknown,10472,18,6364,22,"0
"
MOBILE,unknown,44802,104,27514,172,"7
"
MOBILE,unknown,12208,68,18962,121,"12
"
MOBILE,unknown,10588,41,17144,59,"3
"
MOBILE,unknown,5362,15,1577,9,"0
"
MOBILE,unknown,8716,23,3267,20,"0
"
MOBILE,unknown,7103,19,4343,22,"0
"
MOBILE,unknown,44788,94,16546,104,"1
"
MOBILE,unknown,3395,7,1367,9,"0
"
MOBILE,unknown,7199,18,2888,21,"0
"
MOBILE,unknown,3464,10,1394,10,"0
"
MOBILE,unknown,3815,9,1535,11,"0
"
MOBILE,unknown,1133,8,2418,9,"0
"
MOBILE,unknown,1329,9,2526,11,"0
"
MOBILE,unknown,4,0,8,0,"0
"
MOBILE,unknown,5219,13,2018,13,"0
"
MOBILE,unknown,16754,49,6157,38,"0
"
MOBILE,unknown,1119,8,2470,10,"0
"
MOBILE,unknown,7152,23,3199,26,"0
"
MOBILE,unknown,1109,8,2470,10,"0
"
MOBILE,unknown,6892,18,2888,21,"0
"
MOBILE,unknown,8534,18,4101,19,"0
"
MOBILE,unknown,81250,221,47247,293,"11
"
MOBILE,unknown,21431,57,10432,52,"0
"
MOBILE,unknown,127647,257,50191,292,"18
"
MOBILE,unknown,8874,22,11810,23,"0
"
MOBILE,unknown,6844,18,2773,18,"0
"
MOBILE,unknown,1167,9,3131,11,"0
"
MOBILE,unknown,9490,21,4333,23,"0
"
MOBILE,unknown,1203,9,3829,10,"0
"
MOBILE,unknown,6854,18,2773,18,"0
"
MOBILE,unknown,520,10,1040,20,"0
"
MOBILE,unknown,7013,17,2822,19,"0
"
MOBILE,unknown,46159,100,20763,115,"13
"
MOBILE,unknown,7439,18,2785,18,"0
"
MOBILE,unknown,1133,8,2418,9,"0
"
MOBILE,unknown,7032,19,2884,21,"0
"
MOBILE,unknown,1179,9,2470,10,"0
"
MOBILE,unknown,22745,68,19445,62,"0
"
MOBILE,unknown,12562,58,9367,64,"5
"
MOBILE,unknown,8754,18,3390,16,"0
"
MOBILE,unknown,1127,8,2532,11,"0
"
MOBILE,unknown,6,0,13,0,"0
"
MOBILE,unknown,5964,19,5370,16,"0
"
MOBILE,unknown,8642,28,2666,16,"0
"
MOBILE,unknown,41539,101,24582,107,"9
"
MOBILE,unknown,7054,19,2929,21,"0
"
MOBILE,unknown,13460,29,8000,31,"0
"
MOBILE,unknown,48501,109,20353,124,"9
"
MOBILE,unknown,12448,27,7115,30,"0
"
MOBILE,unknown,1245,10,3239,12,"0
"
MOBILE,unknown,7298,22,3587,26,"0
"
MOBILE,unknown,8576,16,3438,17,"0
"
MOBILE,unknown,7758,17,8502,20,"0
"
MOBILE,unknown,2110,8,2221,9,"0
"
MOBILE,unknown,1211,9,2470,10,"0
"
MOBILE,unknown,1115,8,2470,10,"0
"
MOBILE,unknown,76554,143,28070,157,"9
"
MOBILE,unknown,8624,17,2782,20,"0
"
MOBILE,unknown,5480,15,2252,16,"0
"
MOBILE,unknown,55161,124,23720,136,"15
"
MOBILE,unknown,6970,18,2628,16,"0
"
MOBILE,unknown,6411,20,5424,17,"0
"
MOBILE,unknown,64954,192,37261,212,"3
"
MOBILE,unknown,7136,18,2669,16,"0
"
MOBILE,unknown,9338,28,7283,30,"0
"
MOBILE,unknown,7166,18,2889,20,"0
"
MOBILE,unknown,23732,58,9717,60,"0
"
MOBILE,unknown,23870,62,13002,62,"8
"
MOBILE,unknown,9104,17,3554,19,"0
"
MOBILE,unknown,1167,9,3130,11,"0
"
MOBILE,unknown,15752,46,6113,41,"0
"
MOBILE,unknown,8621,18,3566,19,"0
"
MOBILE,unknown,26711,62,11630,66,"8
"
MOBILE,unknown,21294,65,11964,64,"0
"
MOBILE,unknown,7305,22,3586,14,"0
"
MOBILE,unknown,9087,23,3458,26,"0
"
MOBILE,unknown,229,3,260,5,"0
"
